Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
22021.0,22607.0,22018.0,22604.0,0.0036853900528512895,0.5449914929558872,31.784349870886217,2020/07/05,22314.277000769416,22310.16095923882,19863.071593861638,2447.0893653771805,,,,
22022.0,22607.0,22018.0,22604.0,0.0030644581383967306,0.48163731718886993,31.734389026839835,2020/07/06,22314.280065227555,22310.64259655601,19831.818842151988,2478.8237544040203,,,,
22021.0,22607.0,22018.0,22604.0,0.00254886939728749,0.42562746157636866,31.68441277330612,2020/07/07,22314.282614096952,22311.068224017585,19800.56005684026,2510.5081671773264,,,,
22022.0,22607.0,22019.0,22605.0,0.0021206329292908777,0.3761140835013066,31.634432177265353,2020/07/08,22314.28473472988,22311.444338101086,19769.301738746493,2542.1425993545918,,,,
22023.0,22606.0,22020.0,22605.0,0.0017648483990342356,0.33234659773734165,31.584457012762414,2020/07/09,22314.28649957828,22311.776684698823,19738.049628331468,2573.727056367354,,,,
22022.0,22608.0,22020.0,22605.0,0.0014691746291646268,0.29366062864573905,31.534495909321322,2020/07/10,22314.28796875291,22312.07034532747,19706.808793050794,2605.2615522766755,,,,
22022.0,22607.0,22020.0,22606.0,0.0012233865163580049,0.25946819915043307,31.484556483513188,2020/07/11,22314.289192139426,22312.32981352662,19675.58370476643,2636.7461087601887,,,,
22022.0,22608.0,22020.0,22605.0,0.0010190092289121822,0.22924901821170351,31.434645455559803,2020/07/12,22314.290211148655,22312.55906254483,19644.378308329084,2668.1807542157485,,,,
22022.0,22607.0,22021.0,22606.0,0.0008490177242492791,0.20254275092156604,31.38476875257311,2020/07/13,22314.29106016638,22312.761605295753,19613.19608232743,2699.5655229683216,,,,
22022.0,22607.0,22021.0,22606.0,0.0007075866269588005,0.17894215931664803,31.33493160003627,2020/07/14,22314.291767753006,22312.94054745507,19582.040092886713,2730.900454568358,,,,
22023.0,22608.0,22021.0,22606.0,0.0005898839699511882,0.15808701939386083,31.28513860279145,2020/07/15,22314.292357636976,22313.098634474463,19550.913041303313,2762.1855931711493,,,,
22022.0,22607.0,22020.0,22606.0,0.000491900929773692,0.1396587275521597,31.235393816748456,2020/07/16,22314.292849537906,22313.238293202015,19519.817306214118,2793.420986987898,,,,
22022.0,22607.0,22022.0,22606.0,0.00041031061118701473,0.12337551991731743,31.185700812361574,2020/07/17,22314.293259848517,22313.361668721933,19488.754980921673,2824.6066878002594,,,,
22021.0,22607.0,22021.0,22607.0,0.0003423510897846427,0.10898823595198337,31.136062730801314,2020/07/18,22314.293602199607,22313.470656957885,19457.727906426822,2855.7427505310607,,,,
22022.0,22608.0,22021.0,22607.0,0.0002857289364328608,0.09627656200245838,31.086482333714685,2020/07/19,22314.293887928543,22313.566933519887,19426.73770065511,2886.8292328647753,,,,
22023.0,22608.0,22022.0,22608.0,0.00023854014216340147,0.08504572367019136,31.036962046978715,2020/07/20,22314.294126468685,22313.651979243557,19395.785784331805,2917.866194911754,,,,
22022.0,22607.0,22022.0,22607.0,0.00019920108024962246,0.07512350317119854,30.987504000141143,2020/07/21,22314.294325669765,22313.72710274673,19364.873403834834,2948.853698911895,,,,
22022.0,22608.0,22022.0,22607.0,0.0001663967595959548,0.06635767316038255,30.938110060287272,2020/07/22,22314.294492066525,22313.79346041989,19334.001651447707,2979.7918089721825,,,,
22022.0,22608.0,22022.0,22607.0,0.000139034069434274,0.058613668821635656,30.888781862760425,2020/07/23,22314.294631100594,22313.85207408871,19303.17148325377,3010.680590834943,,,,
22022.0,22607.0,22022.0,22607.0,0.00011620405348367058,0.05177255049784435,30.839520838021144,2020/07/24,22314.294747304648,22313.90384663921,19272.383734966243,3041.520111672964,,,,
22022.0,22608.0,22022.0,22607.0,9.715032138046809e-05,0.04572919296333566,30.790328235503694,2020/07/25,22314.29484445497,22313.949575832172,19241.639135923702,3072.3104399084677,,,,
22022.0,22608.0,22021.0,22607.0,8.124359010253102e-05,0.040390684673184296,30.741205144678133,2020/07/26,22314.29492569856,22313.989966516845,19210.9383214637,3103.051645053146,,,,
22023.0,22607.0,22022.0,22607.0,6.796091838623397e-05,0.035674918042786885,30.692152513595374,2020/07/27,22314.294993659478,22314.025641434888,19180.281843868146,3133.7437975667413,,,,
