Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
22474.0,23065.0,22447.0,23038.0,2.752130967564881e-08,1.9615879399425467,71.44556790853312,2020/07/06,22770.000000028234,22741.811263987212,15269.26371414325,7472.547549843963,,,,
22474.0,23066.0,22448.0,23039.0,-5.5952114053070545e-09,1.8339665042258275,71.12164221210332,2020/07/07,22770.00000002264,22743.64523049144,15199.976038435372,7543.669192056066,,,,
22475.0,23066.0,22451.0,23041.0,-8.30550561659038e-09,1.7146481616473466,70.79865037905802,2020/07/08,22770.000000014334,22745.359878653086,15130.892036217962,7614.467842435124,,,,
22475.0,23066.0,22452.0,23043.025000000023,-8.527422323822975e-09,1.6030927044703276,70.47662545945786,2020/07/09,22770.000000005806,22746.962971357556,15062.018503462974,7684.944467894582,,,,
22474.0,23066.0,22453.0,23044.0,-3.245077095925808e-09,1.498795075727685,70.15559791571013,2020/07/10,22770.00000000256,22748.461766433284,14993.36170062299,7755.100065810292,,,,
22475.0,23066.0,22455.0,23046.0,-1.2514647096395493e-09,1.401283078655979,69.83559579343819,2020/07/11,22770.00000000131,22749.86304951194,14924.92738790821,7824.93566160373,,,,
22475.0,23066.0,22456.0,23047.0,-9.713403414934874e-10,1.310115245385532,69.5166448801474,2020/07/12,22770.00000000034,22751.173164757325,14856.720858273447,7894.452306483878,,,,
22475.0,23066.0,22457.0,23048.0,-1.0913936421275139e-10,1.224878832246759,69.1987688545978,2020/07/13,22770.00000000023,22752.398043589572,14788.746968251096,7963.6510753384755,,,,
22475.0,23066.0,22459.0,23050.0,-1.2369127944111824e-10,1.1451878958068846,68.88198943008229,2020/07/14,22770.000000000106,22753.54323148538,14721.01016671682,8032.533064768558,,,,
22475.0,23066.0,22459.0,23051.0,-7.639755494892597e-11,1.070681672077626,68.56632647525657,2020/07/15,22770.00000000003,22754.613913157456,14653.514521913643,8101.099391243814,,,,
22475.0,23066.0,22460.0,23052.0,-1.4551915228366852e-11,1.0010228418213956,68.25179814323292,2020/07/16,22770.000000000015,22755.614935999278,14586.26374661223,8169.351189387047,,,,
22475.0,23065.0,22462.0,23052.0,-1.8189894035458565e-11,0.935896188402694,67.93842097181005,2020/07/17,22769.999999999996,22756.55083218768,14519.261221828823,8237.289610358857,,,,
22475.0,23066.0,22462.0,23054.0,7.639755494892597e-11,0.8750061464234022,67.62621006445443,2020/07/18,22770.000000000073,22757.425838334104,14452.510017910792,8304.915820423312,,,,
22474.0,23066.0,22463.0,23055.0,9.458744898438454e-11,0.8180781624359952,67.31517899287792,2020/07/19,22770.000000000167,22758.24391649654,14386.01291708035,8372.23099941619,,,,
22475.0,23066.0,22463.0,23055.0,-8.003553375601768e-11,0.7648538291905425,67.00534015431549,2020/07/20,22770.000000000087,22759.00877032573,14319.772430755225,8439.236339570505,,,,
22474.0,23066.0,22464.0,23055.0,-9.458744898438454e-11,0.7150922395667294,66.69670467404285,2020/07/21,22769.999999999993,22759.723862565297,14253.79081832075,8505.933044244548,,,,
22474.0,23066.0,22465.0,23056.0,9.094947017729282e-11,0.66856815513529,66.38928254074563,2020/07/22,22770.000000000084,22760.392430720432,14188.070103935139,8572.322326785294,,,,
22474.0,23067.0,22466.0,23058.0,-4.729372449219227e-11,0.6250709027408448,66.08308268865403,2020/07/23,22770.000000000036,22761.017501623173,14122.612092149226,8638.405409473948,,,,
22475.0,23067.0,22466.0,23057.0,-5.638867150992155e-10,0.5844035870977677,65.77811305612158,2020/07/24,22769.999999999472,22761.60190521027,14057.418382680202,8704.18352253007,,,,
22475.0,23067.0,22468.0,23058.0,-9.677023626863956e-10,0.5463823511090595,65.47438064070411,2020/07/25,22769.999999998505,22762.14828756138,13992.490384390607,8769.657903170773,,,,
22475.0,23067.0,22467.0,23059.0,1.418811734765768e-10,0.5108344877007767,65.17189163963849,2020/07/26,22769.999999998647,22762.65912204908,13927.829327238669,8834.829794810412,,,,
22475.0,23066.0,22468.0,23060.0,1.4733814168721437e-09,0.47759939204115653,64.87065137895661,2020/07/27,22770.00000000012,22763.136721441122,13863.436275251754,8899.700446189368,,,,
22475.0,23066.0,22469.0,23059.0,4.5838532969355583e-10,0.446526721232658,64.57066445040982,2020/07/28,22770.00000000058,22763.583248162355,13799.312137522576,8964.271110639778,,,,
22475.0,23066.0,22468.0,23060.0,-2.9467628337442875e-09,0.4174755407802877,64.27193477494438,2020/07/29,22769.99999999763,22764.000723703135,13735.457678288412,9028.543045414723,,,,
22474.0,23066.0,22469.0,23061.0,-2.510205376893282e-10,0.39031447539673536,63.9744655913546,2020/07/30,22769.99999999738,22764.39103817853,13671.873527172454,9092.517511006077,,,,
22475.0,23067.0,22470.0,23061.0,6.155460141599178e-09,0.36492051672394155,63.67825954509681,2020/07/31,22770.000000003536,22764.755958695256,13608.560188144082,9156.195770551174,,,,
22475.0,23066.0,22471.0,23061.0,3.3505784813314676e-09,0.34117869501642417,63.38331871266746,2020/08/01,22770.000000006887,22765.097137390272,13545.51804812643,9219.579089263842,,,,
22475.0,23067.0,22470.0,23061.0,-1.3711542123928666e-08,0.3189815193436516,63.08964464307428,2020/08/02,22769.999999993175,22765.416118909616,13482.7473850027,9282.668733906916,,,,
