Date,Predict_confirm,Predict_actual,Dailynew_confirm,Dailynew_actual,Remove,Dailynew_remove,Remain_confirm,ADate,Official_confirmed,Official_dailynew,Official_remove
2020/03/21,141.61195402829316,351.469304196145,15.438073080993547,41.64234014697678,25.186386109659672,1.145314598804294,116.42556791863348,2020-03-21,153.0,18.0,30.0
2020/03/22,159.241653984192,398.8125507641188,17.629699955898843,47.34324656797378,26.492198988828722,1.30581287916905,132.74945499536327,2020-03-22,169.0,16.0,30.0
2020/03/23,179.35313079238875,452.5471923661413,20.111476808196755,53.73464160202252,27.981240399030238,1.4890414102015157,151.3718903933585,2020-03-23,195.0,26.0,30.0
2020/03/24,202.26863574401955,513.4205258261827,22.915504951630794,60.87333346004141,29.67921086521741,1.6979704661871722,172.58942487880213,2020-03-24,215.0,20.0,31.0
2020/03/25,228.34418897373234,582.2331621168242,26.075553229712796,68.81263629064154,31.615097806466416,1.9358869412490058,196.72909116726592,2020-03-25,235.0,20.0,31.0
2020/03/26,250.27112460147845,659.832495737184,21.926935627746104,77.59933362035974,33.82150454271053,2.206406736244112,216.44962005876792,2020-03-26,252.0,17.0,31.0
2020/03/27,276.8132539075738,747.1024097185115,26.542129306095376,87.26991398132748,31.0,-2.821504542710528,245.81325390757382,2020-03-27,267.0,15.0,31.0
2020/03/28,308.5129090474803,849.8649260859293,31.699655139906497,102.76251636741779,33.68462340792588,2.6846234079258835,274.82828563955445,,,,
2020/03/29,353.6514193605266,964.6105281252062,45.138510313046254,114.74560203927695,36.78582199146737,3.101198583541489,316.8655973690592,,,,
2020/03/30,401.46374651313965,1092.2255167056965,47.81232715261308,127.61498858049026,40.356339569475715,3.5705175780083422,361.10740694366393,,,,
