Date,Predict_confirm,Predict_actual,Dailynew_confirm,Dailynew_actual,Remove,Dailynew_remove,Remain_confirm,Confirm_interval_down,Confirm_interval_up,Actual_interval_down,Actual_interval_up,ADate,Official_confirmed,Official_cure,Official_dailynew,Official_remove
2020/08/10,31152.240727727338,31152.24288164294,0.0006453919741034042,0.0005572471382038202,30166.69995862264,26.703422629332636,985.5407691046967,30806.0,31500.0,30807.0,31499.0,,,,,
2020/08/11,31152.241347856085,31152.243417827573,0.0006201287469593808,0.0005361846342566423,30192.698950282393,25.998991659751482,959.5423975736921,30807.0,31498.0,30807.0,31498.0,,,,,
2020/08/12,31152.241943919464,31152.2439339064,0.0005960633789072745,0.0005160788277862594,30218.01209352832,25.313143245926767,934.2298503911443,30807.0,31498.0,30807.0,31498.0,,,,,
2020/08/13,31152.242517046983,31152.244430783892,0.0005731275196012575,0.0004968774919689167,30242.657480757694,24.645387229375046,909.5850362892888,30806.0,31498.0,30806.0,31498.0,,,,,
2020/08/14,31152.24306830417,31152.244909315566,0.0005512571879080497,0.0004785316741617862,30266.652727015506,23.99524625781123,885.5903412886655,30807.0,31499.0,30807.0,31498.0,,,,,
2020/08/15,31152.24359869701,31152.24537031123,0.0005303928373905364,0.0004609956631611567,30290.014982829533,23.362255814026867,862.228615867476,30806.0,31498.0,30807.0,31499.0,,,,,
2020/08/16,31152.244109175568,31152.2458145376,0.0005104785595904104,0.000444226370746037,30312.76094607398,22.74596324444792,839.4831631015877,30807.0,31499.0,30806.0,31498.0,,,,,
2020/08/17,31152.244600638118,31152.246242721343,0.0004914625496894587,0.000428183742769761,30334.906874461085,22.145928387104505,817.3377261770329,30807.0,31498.0,30807.0,31498.0,,,,,
2020/08/18,31152.24507393392,31152.24665555113,0.00047329580047517084,0.0004128297878196463,30356.46859651584,21.561722054753773,795.7764774180796,30807.0,31498.0,30807.0,31498.0,,,,,
2020/08/19,31152.245529866836,31152.247053680338,0.000455932917247992,0.00039812920658732764,30377.461523511265,20.992926995426387,774.7840063555705,30807.0,31499.0,30807.0,31499.0,,,,,
2020/08/20,31152.245969197713,31152.247437728875,0.00043933087727054954,0.0003840485369437374,30397.90065996934,20.439136458073335,754.3453092283744,30806.0,31500.0,30806.0,31499.0,,,,,
2020/08/21,31152.24639264741,31152.247808285403,0.00042344969551777467,0.0003705565286509227,30417.80061471546,19.899954746120784,734.4457779319491,30807.0,31499.0,30806.0,31499.0,,,,,
2020/08/22,31152.24680089912,31152.248165909048,0.0004082517116330564,0.0003576236449589487,30437.17561116149,19.3749964460294,715.0711897376314,30807.0,31499.0,30806.0,31499.0,,,,,
2020/08/23,31152.247194600393,31152.248511130943,0.00039370127342408523,0.0003452218952588737,30456.039496919315,18.86388575782621,696.2076976810786,30807.0,31499.0,30807.0,31499.0,,,,,
2020/08/24,31152.24757436623,31152.24884445652,0.0003797658355324529,0.00033332557723042555,30474.40575517113,18.366258251815452,677.8418191950987,30806.0,31498.0,30807.0,31498.0,,,,,
2020/08/25,31152.247940781097,31152.249166367033,0.00036641486804001033,0.00032191051286645234,30492.287514429736,17.881759258605598,659.9604263513611,30806.0,31499.0,30807.0,31499.0,,,,,
2020/08/26,31152.24829439838,31152.249477319358,0.0003536172844178509,0.00031095232407096773,30509.697554219703,17.410039789967414,642.5507401786781,30807.0,31499.0,30807.0,31499.0,,,,,
2020/08/27,31152.24863574504,31152.249777749308,0.0003413466583879199,0.0003004299505846575,30526.648318886913,16.950764667210024,625.6003168581265,30807.0,31498.0,30807.0,31499.0,,,,,
2020/08/28,31152.248965322153,31152.25006807215,0.00032957711300696246,0.00029032284146524034,30543.151924692636,16.503605805723055,609.0970406295164,30807.0,31499.0,30807.0,31499.0,,,,,
2020/08/29,31152.24928360513,31152.250348682814,0.0003182829786965158,0.00028061066404916346,30559.220166249663,16.06824155702634,593.0291173554688,30807.0,31499.0,30807.0,31499.0,,,,,
2020/08/30,31152.24959104751,31152.250619958733,0.0003074423802900128,0.00027127591965836473,30574.864529363884,15.64436311422105,577.385061683628,30807.0,31498.0,30807.0,31499.0,,,,,
2020/08/31,31152.249888080696,31152.25088225951,0.0002970331843243912,0.0002623007749207318,30590.096195716163,15.231666352279717,562.1536923645326,30807.0,31498.0,30807.0,31498.0,,,,,
2020/09/01,31152.250175115518,31152.25113592808,0.0002870348216674756,0.00025366857153130695,30604.926051414997,14.829855698833853,547.3241237005204,30807.0,31498.0,30806.0,31498.0,,,,,
2020/09/02,31152.250452544333,31152.251381292415,0.0002774288150249049,0.00024536433556932025,30619.364697263107,14.438645848109445,532.885755281226,30806.0,31499.0,30807.0,31499.0,,,,,
2020/09/03,31152.25072074029,31152.251618665177,0.0002681959558685776,0.00023737276205793023,30633.422452522955,14.057755259847909,518.828268217334,30807.0,31498.0,30807.0,31499.0,,,,,
2020/09/04,31152.250980059485,31152.25184834523,0.00025931919662980363,0.0002296800521435216,30647.109364869484,13.686912346529425,505.1416151900012,30807.0,31498.0,30807.0,31499.0,,,,,
2020/09/05,31152.25123084212,31152.252070618553,0.00025078263570321724,0.00022227332374313846,30660.435218013732,13.325853144247958,491.8160128283889,30808.0,31498.0,30807.0,31499.0,,,,,
2020/09/06,31152.25147341199,31152.25228575805,0.00024256986944237724,0.0002151394983229693,30673.40953563277,12.97431761903863,478.84193777921973,30807.0,31499.0,30807.0,31499.0,,,,,
2020/09/07,31152.251708078566,31152.25249402509,0.0002346665751247201,0.00020826703985221684,30686.04159145808,12.63205582531009,466.21011662048477,30807.0,31499.0,30806.0,31498.0,,,,,
2020/09/08,31152.251935137607,31152.252695669802,0.00022705904120812193,0.00020164471061434597,30698.340414732393,12.298823274311872,453.9115204052141,30806.0,31498.0,30806.0,31499.0,,,,,
2020/09/09,31152.25215487163,31152.252890931217,0.00021973402181174606,0.00019526141477399506,30710.314794822574,11.974380090181512,441.9373600490544,30807.0,31498.0,30807.0,31498.0,,,,,
2020/09/10,31152.252367551217,31152.253080038627,0.00021267958800308406,0.00018910740982391872,30721.973291045666,11.658496223091788,430.2790765055506,30807.0,31498.0,30807.0,31499.0,,,,,
2020/09/11,31152.25257343556,31152.253263211816,0.00020588434199453332,0.000183173189725494,30733.32423777247,11.350946726804978,418.92833566308764,30806.0,31498.0,30806.0,31499.0,,,,,
2020/09/12,31152.25277277241,31152.253440661272,0.00019933684961870313,0.00017744945580489002,30744.37574851746,11.051510744990082,407.8770242549472,30807.0,31499.0,30808.0,31499.0,,,,,
2020/09/13,31152.252965798732,31152.253612588567,0.00019302632426843047,0.00017192729501402937,30755.135722061666,10.759973544205423,397.117243737066,30807.0,31498.0,30807.0,31498.0,,,,,
2020/09/14,31152.25315274128,31152.253779186747,0.00018694254686124623,0.00016659817993058823,30765.61184809225,10.476126030582236,386.64130464903064,30807.0,31498.0,30807.0,31498.0,,,,,
2020/09/15,31152.253333816818,31152.253940640676,0.00018107553842128254,0.00016145392874022946,30775.811612538353,10.199764446104382,376.4417212784647,30807.0,31499.0,30807.0,31499.0,,,,,
2020/09/16,31152.253509233702,31152.254097128833,0.00017541688430355862,0.0001564881567901466,30785.742307625213,9.930695086859487,366.5112016084895,30807.0,31499.0,30806.0,31499.0,,,,,
2020/09/17,31152.253679190697,31152.25424882205,0.00016995699479593895,0.00015169321704888716,30795.41103164129,9.668724016079068,356.8426475494052,30807.0,31499.0,30807.0,31498.0,,,,,
2020/09/18,31152.2538438774,31152.25439588407,0.00016468670219182968,0.0001470620190957561,30804.824694751507,9.413663110215566,347.42914912589185,30806.0,31499.0,30807.0,31499.0,,,,,
2020/09/19,31152.254003476188,31152.25453847225,0.00015959878874127753,0.00014258818191592582,30813.990025142823,9.165330391315365,338.26397833336523,30807.0,31498.0,30807.0,31499.0,,,,,
2020/09/20,31152.254158163887,31152.254676738066,0.00015468769925064407,0.0001382658156217076,30822.913574503822,8.92354936099946,329.340583660065,30807.0,31498.0,30806.0,31498.0,,,,,
2020/09/21,31152.254308109637,31152.25481082686,0.00014994575030868873,0.0001340887938567903,30831.601720952993,8.688146449170745,320.6525871566446,30807.0,31500.0,30807.0,31498.0,,,,,
2020/09/22,31152.254453476395,31152.25494087825,0.00014536675735143945,0.00013005139044253156,30840.060674189557,8.458953236564412,312.1937792868375,30807.0,31498.0,30806.0,31499.0,,,,,
2020/09/23,31152.254594420872,31152.25506702663,0.00014094447760726325,0.0001261483776033856,30848.296480446417,8.235806256860087,303.95811397445505,30807.0,31498.0,30806.0,31499.0,,,,,
2020/09/24,31152.254731094283,31152.255189401218,0.00013667341045220383,0.00012237458940944634,30856.315026421584,8.01854597516649,295.939704672699,30806.0,31499.0,30807.0,31499.0,,,,,
2020/09/25,31152.254863642873,31152.255308126292,0.00013254859004518948,0.00011872507457155734,30864.1220433071,7.807016885515623,288.13282033577343,30807.0,31499.0,30806.0,31499.0,,,,,
2020/09/26,31152.25499220685,31152.2554233214,0.00012856397734140046,0.00011519510735524818,30871.723111050527,7.601067743427848,280.5318811563229,30807.0,31499.0,30807.0,31498.0,,,,,
2020/09/27,31152.255116915643,31152.25553510172,0.00012470879300963134,0.00011178032218595035,30879.12366278208,7.400551731552696,273.13145413356324,30807.0,31500.0,30807.0,31499.0,,,,,
2020/09/28,31152.255237892434,31152.255643578097,0.00012097679064027034,0.00010847637531696819,30886.328988114878,7.205325332797656,265.9262497775562,30806.0,31499.0,30807.0,31499.0,,,,,
2020/09/29,31152.255355252073,31152.255748857227,0.00011735963926184922,0.00010527913036639802,30893.344237014542,7.015248899664584,258.9111182375309,30807.0,31499.0,30807.0,31499.0,,,,,
2020/09/30,31152.25546911514,31152.255851041908,0.00011386306869098917,0.00010218468014500104,30900.174423616245,6.830186601702735,252.08104549889686,30807.0,31498.0,30807.0,31499.0,,,,,
2020/10/01,31152.25557961205,31152.25595023125,0.00011049690874642693,9.918934301822446e-05,30906.824430004574,6.65000638832862,245.43114960747698,30806.0,31499.0,30807.0,31498.0,,,,,
2020/10/02,31152.25568683744,31152.25604652069,0.00010722539082053117,9.628944098949432e-05,30913.299009248814,6.474579244240886,238.95667758862692,30807.0,31498.0,30807.0,31498.0,,,,,
2020/10/03,31152.255790906296,31152.256140002275,0.00010406885485281236,9.348158346256241e-05,30919.602789141154,6.303779892339662,232.6530017651421,30808.0,31499.0,30807.0,31497.0,,,,,
2020/10/04,31152.255891914127,31152.25623076472,0.00010100783038069494,9.076244532479905e-05,30925.74027534997,6.137486208815972,226.51561656415652,30807.0,31498.0,30807.0,31499.0,,,,,
2020/10/05,31152.255989962712,31152.256318893604,9.804858564166352e-05,8.81288833625149e-05,30931.71585469455,5.975579344580183,220.54013526816198,30807.0,31498.0,30807.0,31499.0,,,,,
2020/10/06,31152.256085146593,31152.25640447144,9.5183881057892e-05,8.55778380355332e-05,30937.53379826955,5.817943574998935,214.7222868770441,30806.0,31498.0,30806.0,31498.0,,,,,
2020/10/07,31152.256177551124,31152.25648757789,9.240453073289245e-05,8.310644989251159e-05,30943.198264497812,5.664466228263336,209.0579130533115,30806.0,31498.0,30806.0,31499.0,,,,,
2020/10/08,31152.25626726799,31152.256568289773,8.971686474978924e-05,8.071188130998053e-05,30948.71330210575,5.515037607936392,203.54296516223985,30807.0,31498.0,30807.0,31499.0,,,,,
2020/10/09,31152.256354383164,31152.256646681257,8.711517511983402e-05,7.839148383936845e-05,30954.082853014083,5.369550908333622,198.17350136908135,30807.0,31499.0,30808.0,31498.0,,,,,
2020/10/10,31152.25643897704,31152.25672282396,8.459387754555792e-05,7.614270361955278e-05,30959.310755156333,5.227902142250969,192.94568382070793,30806.0,31499.0,30807.0,31498.0,,,,,
2020/10/11,31152.25652112736,31152.256796787013,8.215031994041055e-05,7.396305227302946e-05,30964.400745254177,5.089990097843838,187.85577587318403,30808.0,31498.0,30807.0,31499.0,,,,,
2020/10/12,31152.256600911092,31152.25686863718,7.978373105288483e-05,7.18501687515527e-05,30969.356461325653,4.955716071475763,182.90013958543932,30807.0,31498.0,30807.0,31499.0,,,,,
2020/10/13,31152.256678401398,31152.25693843898,7.749030555714853e-05,6.98017975082621e-05,30974.181445677743,4.824984352089814,178.07523272365506,30807.0,31499.0,30807.0,31499.0,,,,,
2020/10/14,31152.256753668604,31152.25700625471,7.526720582973212e-05,6.781573029002175e-05,30978.879146967905,4.697701290162513,173.37760670069838,30806.0,31500.0,30806.0,31499.0,,,,,
2020/10/15,31152.25682678107,31152.25707214459,7.311246736207977e-05,6.588988253497519e-05,30983.45292316539,4.573776197485131,168.8039036156806,30806.0,31498.0,30808.0,31499.0,,,,,
2020/10/16,31152.256897805066,31152.257136166816,7.10239946783986e-05,6.402222425094806e-05,30987.9060429519,4.453119786510797,164.3508548531645,30806.0,31499.0,30806.0,31499.0,,,,,
2020/10/17,31152.256966804405,31152.257198377636,6.899933941895142e-05,6.221082003321499e-05,30992.241689420494,4.3356464685930405,160.01527738391087,30807.0,31498.0,30807.0,31498.0,,,,,
2020/10/18,31152.257033840637,31152.257258831447,6.703623148496263e-05,6.045381087460555e-05,30996.462961612982,4.221272192487959,155.7940722276544,30806.0,31498.0,30806.0,31499.0,,,,,
2020/10/19,31152.257098973125,31152.257317580825,6.513248808914796e-05,5.8749377785716206e-05,31000.57287641369,4.109914800708793,151.6842225594337,30806.0,31499.0,30806.0,31498.0,,,,,
2020/10/20,31152.257162259455,31152.25737467664,6.328633025987074e-05,5.7095814554486424e-05,31004.574371668758,4.001495255066402,147.68279059069755,30808.0,31499.0,30806.0,31499.0,,,,,
2020/10/21,31152.257223755256,31152.257430168098,6.149580076453276e-05,5.5491458624601364e-05,31008.470307402524,3.895935733766237,143.78691635273208,30807.0,31499.0,30807.0,31499.0,,,,,
2020/10/22,31152.257283514315,31152.257484102778,5.975905878585763e-05,5.393468018155545e-05,31012.263468135887,3.793160733363038,139.99381537842783,30807.0,31499.0,30807.0,31499.0,,,,,
2020/10/23,31152.2573415886,31152.25753652673,5.807428533444181e-05,5.24239512742497e-05,31015.956564568707,3.6930964328203117,136.30077701989285,30807.0,31498.0,30807.0,31499.0,,,,,
2020/10/24,31152.257398028392,31152.25758748454,5.6439792388118804e-05,5.095780943520367e-05,31019.55223715289,3.5956725841824664,132.70516087550277,30807.0,31499.0,30807.0,31498.0,,,,,
2020/10/25,31152.257452882324,31152.257637019346,5.4853931942489e-05,4.9534806748852134e-05,31023.05305625645,3.500819103559479,129.20439662587523,30808.0,31499.0,30807.0,31498.0,,,,,
2020/10/26,31152.25750619741,31152.257685172906,5.331508509698324e-05,4.8153560783248395e-05,31026.46152369691,3.4084674404621182,125.79598250049821,30807.0,31498.0,30806.0,31499.0,,,,,
2020/10/27,31152.25755801917,31152.25773198564,5.182176028029062e-05,4.6812732762191445e-05,31029.780075734703,3.31855203779196,122.47748228446653,30807.0,31498.0,30807.0,31499.0,,,,,
2020/10/28,31152.257608391665,31152.257777496685,5.0372495024930686e-05,4.5511045755119994e-05,31033.011084302172,3.2310085674689617,119.2465240894926,30807.0,31498.0,30808.0,31499.0,,,,,
2020/10/29,31152.257657357553,31152.257821743948,4.896588870906271e-05,4.424726284923963e-05,31036.1568588094,3.145774507229362,116.10079854815194,30806.0,31498.0,30806.0,31499.0,,,,,
2020/10/30,31152.257704958112,31152.257864764146,4.760055890074e-05,4.302019806345925e-05,31039.21964771371,3.062788904309855,113.03805724440099,30807.0,31499.0,30807.0,31498.0,,,,,
2020/10/31,31152.257751233297,31152.257906592844,4.627518501365557e-05,4.182869815849699e-05,31042.20164020514,2.981992491429992,110.05611102815601,30806.0,31498.0,30808.0,31498.0,,,,,
2020/11/01,31152.257796221784,31152.257947264487,4.498848647926934e-05,4.067164263688028e-05,31045.10496766051,2.9033274553694355,107.15282856127305,30807.0,31500.0,30806.0,31499.0,,,,,
2020/11/02,31152.257839961025,31152.257986812452,4.373924093670212e-05,3.954796557081863e-05,31047.931705212795,2.8267375522846123,104.32613474822938,30807.0,31499.0,30807.0,31499.0,,,,,
2020/11/03,31152.257882487316,31152.258025269082,4.252629150869325e-05,3.845663013635203e-05,31050.683873198468,2.7521679856727133,101.57400928884817,30807.0,31499.0,30806.0,31499.0,,,,,
2020/11/04,31152.257923835816,31152.25806266574,4.134849950787611e-05,3.739665771718137e-05,31053.363438912627,2.679565714159253,98.89448492318843,30807.0,31498.0,30806.0,31499.0,,,,,
